Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
438,Tony Smith\smithto02,PG,29,MIL,7,80,6.4,0.369,0.167,0.167,6,4.6,5.3,19.8,3.3,1.8,25.9,19.8,-0.2,0.1,-0.1,-0.088,-5.8,0.1,-5.7,-0.1
439,Rik Smits\smitsri01,C,31,IND,73,2085,19.9,0.532,0.003,0.231,7.7,20.8,14.6,9.9,1,3,10.5,29.2,2.5,3.6,6.1,0.141,-0.4,0.7,0.3,1.2
440,Eric Snow\snower01,PG,24,TOT,64,918,11.7,0.486,0.092,0.386,2.4,7.8,5.1,30.3,3.5,0.4,22.6,13.7,0.3,1,1.3,0.067,-2.2,-0.7,-2.9,-0.2
441,Eric Snow\snower01,PG,24,SEA,17,74,2.2,0.456,0.043,0.435,0,6.3,3.2,27.6,0,1,30.5,24.7,-0.2,0,-0.2,-0.132,-9.3,-5,-14.4,-0.2
442,Eric Snow\snower01,PG,24,PHI,47,844,12.5,0.49,0.099,0.379,2.6,8,5.2,30.5,3.8,0.4,21.4,12.7,0.6,0.9,1.5,0.085,-1.6,-0.3,-1.8,0
443,Felton Spencer\spencfe01,C,30,GSW,68,813,8.5,0.495,0,0.612,11.9,18,14.8,3.2,1.5,3.1,23,11.4,-0.2,1,0.9,0.052,-5,1.5,-3.5,-0.3
444,Latrell Sprewell\sprewla01,SG,27,GSW,14,547,15.1,0.47,0.173,0.339,1.3,8.8,5,24.1,1.8,0.6,12.1,28.9,0,0.4,0.4,0.033,0.2,-1.7,-1.5,0.1
445,Jerry Stackhouse\stackje01,SG-SF,23,TOT,79,2545,16.2,0.532,0.2,0.462,4.8,7.5,6.2,17.2,1.9,1.7,16,25.3,2.4,2.3,4.7,0.089,0.9,-0.5,0.4,1.5
446,Jerry Stackhouse\stackje01,SF,23,PHI,22,748,14.9,0.539,0.163,0.357,4.3,7.4,5.8,16.4,2.2,2.1,18.4,24.1,0.3,0.6,0.9,0.056,-0.2,-0.3,-0.5,0.3
447,Jerry Stackhouse\stackje01,SG,23,DET,57,1797,16.8,0.53,0.215,0.504,5.1,7.5,6.3,17.5,1.8,1.6,15.1,25.8,2.2,1.7,3.8,0.103,1.3,-0.6,0.7,1.2
448,John Starks\starkjo01,SG,32,NYK,82,2188,14.3,0.504,0.42,0.248,2.6,10,6.3,18.1,1.9,0.2,12,25.6,1.5,3.1,4.6,0.101,1.3,-0.6,0.7,1.5
449,Joe Stephens\stephjo01,SF,25,HOU,7,37,17.7,0.441,0.357,0.214,9.7,9.5,9.6,5.7,2.9,0,6.1,40,0,0,0,-0.01,-1.1,-7.5,-8.6,-0.1
450,Kebu Stewart\stewake01,PF,24,PHI,15,110,14,0.541,0,0.962,9.3,23.2,16.2,3,2.4,1.3,17.8,18.4,0.1,0.2,0.2,0.098,-4.2,-1.3,-5.5,-0.1
451,Michael Stewart\stewami01,C,22,SAC,81,1761,12.9,0.486,0,0.44,12.2,21.9,16.9,5.2,0.9,7.5,18.1,11.9,0.4,2.6,3,0.081,-3.8,3.9,0.2,1
452,Bryant Stith\stithbr01,SG,27,DEN,31,718,9.2,0.447,0.213,0.382,2.4,8.4,5.3,12.1,1.6,0.8,11.8,18.9,-0.2,-0.1,-0.3,-0.018,-3.3,-3,-6.3,-0.8
453,John Stockton*\stockjo01,PG,35,UTA,64,1858,21.8,0.628,0.178,0.452,2.5,8.2,5.6,47.8,2.6,0.4,20.8,19.3,6.4,1.6,8,0.206,4.8,-2.2,2.6,2.2
454,Ed Stokes\stokeed01,C,26,TOR,4,17,6.4,0.387,0,0.667,6.3,20.6,13.2,8.6,3,8.1,34,15.2,-0.1,0,0,-0.077,-9.3,3.9,-5.4,0
455,Damon Stoudamire\stoudda01,PG,24,TOT,71,2839,16.8,0.503,0.279,0.263,3.4,8.6,5.9,35.1,2.1,0.2,15.5,22.4,3.9,0.8,4.7,0.079,2.5,-2.5,-0.1,1.4
456,Damon Stoudamire\stoudda01,PG,24,TOR,49,2033,17.7,0.514,0.246,0.255,3.3,8.8,6,34.4,2,0.2,14.7,23.4,3.2,-0.1,3.2,0.074,3,-3.2,-0.1,1
457,Damon Stoudamire\stoudda01,PG,24,POR,22,806,14.5,0.469,0.384,0.291,3.6,7.9,5.8,36.8,2.2,0.2,18,19.9,0.7,0.9,1.5,0.091,1.1,-1,0.1,0.4
458,Erick Strickland\stricer01,SG,24,DAL,67,1505,9.3,0.429,0.292,0.151,2.5,9.5,6,18.8,2,0.4,15.1,21.3,-1.7,0.8,-0.9,-0.028,-3.1,-1.8,-4.9,-1.1
459,Mark Strickland\stricma01,PF,27,MIA,51,847,17.4,0.572,0.004,0.305,11.4,17.8,14.7,5.6,1.2,2.9,13.3,19.4,1.5,1.3,2.8,0.157,-0.9,0.4,-0.5,0.3
460,Rod Strickland\stricro02,PG,31,WAS,76,3020,19.6,0.501,0.042,0.435,4.1,11.4,7.6,43.1,2.2,0.6,16.5,23.7,5.1,3,8.1,0.129,2.5,0.1,2.6,3.5
461,Derek Strong\stronde01,PF,29,ORL,58,1638,16.6,0.497,0.006,0.452,10.7,20.2,15.3,5.8,1,1.1,9.1,22.8,2.5,2,4.4,0.13,-1.2,-1.3,-2.5,-0.2
462,Bob Sura\surabo01,SG,24,CLE,46,942,9.6,0.463,0.26,0.567,3.3,8.9,6.1,29.4,2.5,0.6,24.4,18.7,-0.7,1.4,0.7,0.036,-2.7,0.3,-2.4,-0.1
463,탐an Tabak\tabakza01,C,27,TOT,57,984,9.7,0.464,0.003,0.201,9.2,15.6,12.2,8.1,1.1,2.8,15.6,17.4,-0.4,0.4,0,-0.001,-4,-1.4,-5.4,-0.8
464,탐an Tabak\tabakza01,C,27,TOR,39,752,9.9,0.459,0.004,0.193,8.5,14.7,11.5,8.1,1,2.5,14,18.3,-0.4,0.1,-0.2,-0.013,-3.9,-2,-5.9,-0.7
465,탐an Tabak\tabakza01,C,27,BOS,18,232,9.2,0.486,0,0.236,11.7,18.3,14.7,7.9,1.1,3.7,21.9,14.5,-0.1,0.2,0.2,0.036,-4.2,0.8,-3.4,-0.1
466,Johnny Taylor\taylojo01,SF,23,ORL,12,108,4.4,0.431,0.054,0.432,4.3,10,7.1,1.6,1.5,1.3,15.4,22.1,-0.2,0.1,-0.1,-0.032,-7.3,-2.6,-10,-0.2
467,Maurice Taylor\tayloma01,PF,21,LAC,71,1513,16.1,0.521,0.001,0.361,8.8,13.5,11.1,6.6,1.2,1.8,12,26.1,1.5,0.3,1.8,0.057,-1.6,-3,-4.6,-1
468,Carl Thomas\thomaca01,SG,28,TOT,43,426,10.9,0.49,0.421,0.179,2.7,10.4,6.6,7.9,2.6,1.2,10.7,17.9,0.1,0.6,0.7,0.074,-1.9,-0.2,-2.1,0
469,Carl Thomas\thomaca01,SG,28,GSW,10,139,11,0.447,0.323,0.154,3,4.7,3.8,12,1.9,0.5,8,23.7,0,0.1,0.1,0.019,-1.7,-3.2,-4.8,-0.1
470,Carl Thomas\thomaca01,SG,28,ORL,4,15,27.8,0.765,0,0.4,0,0,0,15.4,0,4.8,0,18,0.1,0,0.1,0.271,3.7,-5.3,-1.6,0
471,Carl Thomas\thomaca01,SG,28,CLE,29,272,10,0.508,0.543,0.186,2.7,13.8,8.3,5.4,3.1,1.4,13.7,14.9,0,0.5,0.5,0.092,-2.3,1.5,-0.8,0.1
472,John Thomas\thomajo02,PF,22,TOT,54,535,9.1,0.552,0,0.478,9.7,13.5,11.5,4.9,2.1,1.7,25.2,14.8,0,0.4,0.4,0.034,-4.1,-0.6,-4.7,-0.4
473,John Thomas\thomajo02,PF,22,BOS,33,368,10.2,0.571,0,0.413,9.4,13.3,11.2,5.4,2.7,1.9,25.9,15,0,0.4,0.4,0.054,-3.6,0.6,-3,-0.1
474,John Thomas\thomajo02,PF,22,TOR,21,167,6.8,0.509,0,0.636,10.3,14,12.1,3.6,0.9,1.2,23.5,14.5,0,0,0,-0.009,-5.2,-3.3,-8.5,-0.3
475,Kurt Thomas\thomaku01,PF,25,DAL,5,73,6.4,0.399,0,0.067,11.9,24.9,18.3,8.4,0.7,0,17.8,35.3,-0.3,0.1,-0.2,-0.161,-9.3,-5,-14.4,-0.2
476,Tim Thomas\thomati01,SF,20,PHI,77,1779,14.9,0.538,0.25,0.338,6.9,11.8,9.3,9.3,1.6,0.7,13.1,22.8,2.1,1.3,3.4,0.091,0.6,-1.9,-1.3,0.3
477,Brooks Thompson\thompbr01,PG,27,TOT,30,167,11.2,0.496,0.536,0.143,0.7,10,5.3,26.5,3.2,0.5,21.2,20.9,-0.1,0.3,0.2,0.051,-2.2,-1.1,-3.2,-0.1
478,Brooks Thompson\thompbr01,PG,27,PHO,13,46,11.4,0.459,0.593,0.111,2.6,9.9,6.3,11.5,4.6,0,15,32.8,-0.1,0.1,0,-0.034,-1.5,-2.2,-3.6,0
479,Brooks Thompson\thompbr01,PG,27,NYK,17,121,11.2,0.529,0.483,0.172,0,10,5,32.3,2.7,0.6,26.1,16.4,0,0.2,0.2,0.084,-2.4,-0.6,-3.1,0
480,Otis Thorpe\thorpot01,PF,35,TOT,74,2197,13.4,0.515,0.008,0.385,7.8,20.1,13.9,16.3,1.1,0.9,17.2,17.8,1.4,1.1,2.5,0.055,-1.1,0.1,-1,0.6
481,Otis Thorpe\thorpot01,PF,35,VAN,47,1574,13,0.523,0.009,0.395,7.3,19.7,13.6,16.3,1,1,18.6,17.5,0.9,0.4,1.4,0.041,-1,-0.1,-1.1,0.4
482,Otis Thorpe\thorpot01,PF,35,SAC,27,623,14.4,0.498,0.005,0.361,8.9,21,14.8,16.1,1.5,0.8,14.1,18.7,0.5,0.7,1.1,0.088,-1.4,0.5,-0.9,0.2
483,Gary Trent\trentga01,PF,23,TOT,54,1360,16.2,0.527,0.024,0.42,10.5,17.9,14.3,9.6,1.4,1.4,13.6,22.8,1.6,1.6,3.1,0.11,-0.9,-0.7,-1.6,0.1
484,Gary Trent\trentga01,PF,23,POR,41,1005,16.7,0.547,0.025,0.454,9.6,17.2,13.5,10.5,1.4,1.4,14.3,22.6,1.4,1.4,2.8,0.135,-0.4,0.2,-0.2,0.5
485,Gary Trent\trentga01,PF,23,TOR,13,355,14.9,0.474,0.021,0.336,13.1,20,16.4,7,1.2,1.6,11.6,23.4,0.1,0.1,0.3,0.039,-2.2,-3.3,-5.5,-0.3
486,Nick Van Exel\vanexni01,PG,26,LAL,64,2053,17.8,0.538,0.425,0.231,1.8,8.8,5.3,33.5,1.6,0.2,11.3,19.8,5.6,1.5,7.1,0.166,3.8,-2.4,1.4,1.8
487,Keith Van Horn\vanhoke01,PF,22,NJN,62,2325,15.7,0.516,0.214,0.291,6.6,14.1,10.1,7.9,1.5,0.8,12.2,25.2,3.2,1.6,4.8,0.098,1,-1.4,-0.4,0.9
488,David Vaughn\vaughda02,PF,24,TOT,40,489,11.4,0.48,0.007,0.318,11.4,23.1,17,7,1.6,1.4,19.2,18.6,-0.2,0.6,0.4,0.04,-4.3,-0.2,-4.4,-0.3
489,David Vaughn\vaughda02,PF,24,GSW,22,322,10.8,0.442,0.009,0.298,11,23.2,16.9,9.7,1.6,1.3,19.4,21.7,-0.5,0.4,0,-0.002,-5.3,0.2,-5.1,-0.3
490,David Vaughn\vaughda02,PF,24,CHI,3,6,23.3,0.725,0,4,0,19.2,9.5,0,0,0,0,20.6,0,0,0,0.315,0.6,-6.9,-6.3,0
491,David Vaughn\vaughda02,PF,24,NJN,15,161,12.1,0.595,0,0.273,12.8,23,17.6,1.9,1.6,1.8,19.6,12.4,0.2,0.2,0.4,0.114,-2.3,-0.8,-3.1,0
492,Jacque Vaughn\vaughja01,PG,22,UTA,45,419,6.9,0.457,0.066,0.557,1.3,9.5,5.6,30.8,1.2,0.2,26.9,23,-0.6,0.2,-0.4,-0.048,-5.3,-3.1,-8.4,-0.7
493,Loy Vaught\vaughlo01,PF,29,LAC,10,265,7.8,0.428,0.024,0.095,6.8,21.2,14,4.4,0.8,0.5,12.9,16.8,-0.2,0.1,-0.2,-0.029,-5.4,-2.4,-7.7,-0.4
494,Stojko Vrankovi훶\vrankst01,C,34,LAC,65,996,9.4,0.454,0,0.349,8,22.1,15,5.5,0.6,4.4,17.7,11.6,-0.2,0.6,0.4,0.02,-5,0.9,-4.1,-0.5
495,Antoine Walker\walkean02,PF,21,BOS,82,3268,17.8,0.481,0.171,0.277,9,22.3,15.1,15.4,2.2,1.4,13.2,29.2,0.8,4,4.7,0.07,0.4,0.3,0.7,2.2
496,Samaki Walker\walkesa01,PF,21,DAL,41,1027,14.4,0.502,0.003,0.302,10.2,22.8,16.4,4.1,1.6,2.7,14.4,18.9,0.1,1.3,1.4,0.067,-3.7,-0.2,-3.9,-0.5
497,Ben Wallace\wallabe01,C,23,WAS,67,1124,13.4,0.495,0,0.598,11,22.2,16.4,2.3,2.8,4.6,11.9,9.3,0.8,2.2,2.9,0.125,-3.1,3.5,0.4,0.7
498,John Wallace\wallajo01,SF,23,TOR,82,2361,14.8,0.518,0.002,0.299,5.3,12.6,8.9,8.5,1.4,2.9,13.4,23.8,1.1,0.5,1.5,0.031,-2.2,-2.1,-4.3,-1.4
499,Rasheed Wallace\wallara01,PF,23,POR,77,2896,14.9,0.564,0.045,0.318,5.5,13.4,9.6,11.9,1.4,2.2,14.3,18.2,3.8,3.8,7.6,0.125,0.2,1.9,2.1,3
500,Rex Walters\waltere01,SG,27,TOT,38,235,11.8,0.612,0.415,0.528,2.5,9.2,5.9,24.1,1.8,0.3,29.2,17.9,0.2,0.2,0.4,0.073,-1.7,-2.2,-3.9,-0.1
501,Rex Walters\waltere01,SG,27,PHI,19,127,9.7,0.576,0.483,0.586,2.7,5.5,4.1,26.2,2.1,0,31.8,18.9,0,0.1,0.1,0.022,-2.5,-3.5,-6,-0.1
502,Rex Walters\waltere01,SG,27,MIA,19,108,14.2,0.659,0.333,0.458,2.2,13.7,8.1,21.6,1.5,0.7,25.7,16.8,0.2,0.1,0.3,0.134,-0.9,-0.6,-1.5,0
503,Charlie Ward\wardch01,PG,27,NYK,82,2317,15.6,0.567,0.417,0.219,1.7,12.6,7.1,32.4,3.4,1.2,23.6,15,2.6,4.5,7.1,0.148,0.8,2.5,3.3,3.1
504,Eric Washington\washier01,SG,23,DEN,66,1539,9.6,0.478,0.275,0.167,3.5,6.3,4.9,9.3,1.8,1.2,11.9,17.9,-0.1,-0.2,-0.3,-0.008,-2.2,-2.5,-4.7,-1.1
505,Clarence Weatherspoon\weathcl01,PF,27,TOT,79,2325,14,0.504,0,0.456,9.3,19.3,14.2,6.4,1.9,2.3,14,16.2,1.5,3,4.5,0.093,-2.2,1.5,-0.6,0.8
506,Clarence Weatherspoon\weathcl01,PF,27,PHI,48,1290,13.7,0.497,0,0.526,9.6,20.4,15,5.1,1.8,3,14.5,16.6,0.7,1.7,2.3,0.087,-2.7,1.2,-1.5,0.1
507,Clarence Weatherspoon\weathcl01,PF,27,GSW,31,1035,14.4,0.513,0,0.372,8.9,18,13.3,8,2.1,1.5,13.4,15.7,0.9,1.3,2.2,0.101,-1.5,2,0.5,0.6
508,Spud Webb\webbsp01,PG,34,ORL,4,34,3.2,0.466,0.083,0.167,6.8,3.5,5.2,26.7,1.6,0,35.2,26.8,-0.1,0,-0.1,-0.161,-7.2,-2.9,-10.1,-0.1
509,Chris Webber\webbech01,C,24,WAS,71,2809,20.9,0.523,0.153,0.248,6.9,20.8,13.7,17.8,2.1,3.1,11.1,26.5,3.9,4.4,8.3,0.142,2.6,2.4,4.9,4.9
510,Bubba Wells\wellsbu01,SG,23,DAL,39,395,11.1,0.474,0.052,0.371,6.1,13.2,9.6,14.3,2,0.7,18.7,19.2,-0.2,0.3,0.1,0.013,-4.1,-0.9,-5,-0.3
511,Bill Wennington\wennibi01,C,34,CHI,48,467,9.4,0.461,0,0.122,7.8,11.8,9.8,6.7,0.5,0.8,8.1,18.9,0.3,0.6,0.8,0.085,-3.4,-1.8,-5.2,-0.4
512,David Wesley\wesleda01,PG,27,CHH,81,2845,15.2,0.532,0.197,0.333,2.1,6.9,4.5,30.2,2.6,0.8,18.6,19.8,3.3,2.5,5.8,0.098,1,-0.8,0.3,1.6
513,Doug West\westdo01,SG,30,MIN,38,688,5.6,0.416,0.012,0.234,3.8,9.6,6.8,9.4,0.8,0.5,10,13.5,-0.2,0.2,0.1,0.004,-4.1,-1.3,-5.4,-0.6
514,Mark West\westma01,C,37,IND,15,105,5.1,0.486,0,0.286,7.2,9.8,8.6,3,1,2.7,25.3,14.3,-0.1,0.1,0,-0.002,-5.4,1,-4.4,-0.1
515,DeJuan Wheat\wheatde01,PG,24,MIN,34,150,13.5,0.504,0.34,0.3,2.3,6,4.2,25.3,2.1,0.5,13.7,19.4,0.2,0.1,0.2,0.072,-0.5,-3.4,-3.9,-0.1
516,Donald Whiteside\whitedo01,PG,28,ATL,3,16,0.7,0.347,0.5,1,0,7.1,3.7,9.4,0,0,25.8,11.2,0,0,0,-0.12,-6.9,-2.9,-9.8,0
517,Chris Whitney\whitnch01,PG,26,WAS,82,1073,14.8,0.512,0.476,0.363,1.6,10.8,6.1,27.7,1.7,0.4,13.6,19.7,1.8,0.9,2.7,0.12,0.8,-2.3,-1.5,0.1
518,Gerald Wilkins\wilkige01,SG,34,ORL,72,1252,5.4,0.398,0.251,0.226,1.5,7.1,4.2,10.6,1.5,0.3,14.2,20.4,-2.1,0.9,-1.2,-0.048,-5.2,-2,-7.2,-1.6
519,Aaron Williams\williaa01,PF,26,SEA,65,757,13.4,0.575,0.005,0.386,7.7,15.4,11.6,3,1.3,3.8,16.3,18.8,0.7,1,1.7,0.105,-3.4,-0.5,-3.8,-0.4
520,Alvin Williams\willial02,SG,23,TOT,54,1071,10.3,0.504,0.099,0.319,2.6,6,4.4,15.7,1.9,0.2,15.3,16,0.5,0.8,1.3,0.059,-2.4,-1.2,-3.6,-0.4
521,Alvin Williams\willial02,SG,23,POR,41,864,11,0.519,0.101,0.332,2.7,5.3,4,16,1.9,0.2,15.5,16.9,0.6,0.8,1.4,0.075,-1.9,-1,-2.9,-0.2
522,Alvin Williams\willial02,SG,23,TOR,13,207,7.3,0.42,0.091,0.25,2.6,9,5.7,14.5,2,0.3,14.1,12,0,0,0,-0.009,-4.3,-2.4,-6.7,-0.2
523,Brandon Williams\willibr01,SG,22,GSW,9,140,2.9,0.357,0.18,0.08,3,8.6,5.7,3.6,2.2,1.5,14.8,18.9,-0.4,0.1,-0.3,-0.089,-7.8,-0.7,-8.4,-0.2
524,Buck Williams\willibu01,PF,37,NYK,41,738,12.3,0.56,0,0.477,12.6,17.2,14.9,4.6,1.3,1.6,17.4,13.9,0.9,1.2,2.1,0.135,-1.8,1.5,-0.3,0.3
525,Eric Williams\willier01,SF,25,DEN,4,145,17,0.489,0,0.738,7.9,9.2,8.5,16.1,1.5,0,10,28.2,0.2,0,0.1,0.048,-0.3,-4.3,-4.6,-0.1
526,Herb Williams\willihe01,PF,39,NYK,27,178,6.1,0.398,0,0.186,4,15.6,9.8,3.6,1.8,3.9,9.7,13.6,-0.2,0.3,0.2,0.041,-6.6,2.6,-4,-0.1
527,Hot Rod Williams\williho01,C,35,PHO,71,1333,11.5,0.525,0,0.46,9.6,17.5,13.7,5.1,1.3,3.3,10.7,9.2,1.7,2.1,3.7,0.135,-1.9,2.7,0.8,0.9
528,Jayson Williams\willija01,C,29,NJN,65,2343,18.7,0.541,0.006,0.454,20.5,23.2,21.8,4.5,1,1.5,10.9,16.1,6.1,2.3,8.4,0.172,2.3,-0.2,2.1,2.4
529,Jerome Williams\willije01,PF,24,DET,77,1305,16.3,0.568,0.003,0.576,15.4,19.2,17.3,6.1,2.1,0.6,14.3,15,2.6,1.9,4.5,0.166,0.5,0.4,0.9,1
530,Lorenzo Williams\willilo01,PF,28,WAS,14,111,14.1,0.727,0,0.118,15.9,10.6,13.3,4.1,0.9,1.9,10.1,8,0.3,0.1,0.4,0.169,1.4,-0.2,1.1,0.1
531,Micheal Williams\willimi02,PG,31,MIN,25,161,13.9,0.512,0.083,0.688,1.4,8.4,4.9,28.7,2.9,0.9,20.4,21.7,0.1,0.1,0.3,0.08,-2.5,-1.9,-4.4,-0.1
532,Monty Williams\willimo01,SF,26,SAS,72,1314,11.3,0.505,0.005,0.495,6.3,9.2,7.9,11.2,1.4,1.3,15.5,18.9,0.5,1.9,2.3,0.086,-2.5,0.7,-1.8,0.1
533,Scott Williams\willisc01,C,29,PHI,58,801,12.1,0.492,0.023,0.296,12.4,17.9,15.1,6,1.1,1.9,11.1,15.2,0.9,0.8,1.7,0.101,-2,-0.6,-2.6,-0.1
534,Travis Williams\willitr01,SF,28,CHH,39,365,13.7,0.488,0.008,0.387,17.7,12.8,15.2,9.2,2.6,1,17.7,21.4,0.1,0.4,0.5,0.065,-0.9,-0.3,-1.3,0.1
535,Walt Williams\williwa02,SF,27,TOT,59,1470,13.4,0.508,0.403,0.23,3.9,11.7,7.7,14,2.1,1.7,13.3,20.9,1.1,1,2.2,0.071,0.1,-1.1,-1.1,0.3
536,Walt Williams\williwa02,SF,27,TOR,28,876,13,0.504,0.404,0.188,3.3,12.1,7.5,13.1,2.4,1.8,13.1,19.9,0.5,0.3,0.8,0.044,0,-1.5,-1.5,0.1
537,Walt Williams\williwa02,SF,27,POR,31,594,14,0.513,0.4,0.289,4.7,11.2,8,15.3,1.7,1.5,13.6,22.4,0.6,0.7,1.4,0.112,0.2,-0.6,-0.4,0.2
538,Corliss Williamson\willico02,SF,24,SAC,79,2819,16,0.527,0.008,0.391,6.3,11.5,8.8,14.8,1.4,1.2,13,24.1,2.6,1.8,4.4,0.076,0.3,-0.5,-0.2,1.3
539,Kevin Willis\willike02,PF,35,HOU,81,2528,18.3,0.555,0.007,0.293,11,20.7,15.9,5.8,1.1,1.1,12.6,24.1,4.3,1.7,6,0.114,-0.5,-1.9,-2.4,-0.3
540,David Wingate\wingada01,SG,34,SEA,58,546,8.6,0.491,0.05,0.207,4.2,12.9,8.6,10.4,2.1,0.4,19.5,16.1,-0.3,0.6,0.3,0.026,-4.3,-0.3,-4.6,-0.4
541,Dontonio Wingfield\wingfdo01,SF,23,POR,3,9,-7.1,0.129,0,0.667,26.8,24.9,25.8,0,0,0,20.5,24.6,-0.1,0,-0.1,-0.299,-16.9,-8.9,-25.8,-0.1
542,Joe Wolf\wolfjo01,PF,33,DEN,57,621,5.1,0.347,0.083,0.083,6.6,17.6,12,7.9,1.7,0.8,14.9,10.8,-0.7,0.2,-0.5,-0.037,-5.9,-0.8,-6.7,-0.7
543,Lorenzen Wright\wrighlo02,C,22,LAC,69,2067,13.6,0.49,0.004,0.395,9.8,23.7,16.7,4.3,1.4,2.8,11.3,15.4,1.5,1.5,3.1,0.071,-2.6,0.2,-2.4,-0.2
544,Sharone Wright\wrighsh01,C,25,TOR,7,44,10.7,0.508,0,0.286,2.5,21.2,11.5,15.5,0,0,11.3,17.7,0,0,0,0.036,-4,-4.4,-8.4,-0.1
545,George Z챠dek\zidekge01,C,24,TOT,12,64,9.1,0.402,0.069,0.552,7.2,24.4,15.7,5.1,0,2.3,10,28.7,-0.1,0,0,-0.036,-8.8,-5.6,-14.4,-0.2
546,George Z챠dek\zidekge01,C,24,DEN,6,42,12.7,0.444,0,0.8,10.9,26,18.2,4.1,0,3.6,12.9,25.2,0,0,0,0.008,-7.3,-4.7,-12,-0.1
547,George Z챠dek\zidekge01,C,24,SEA,6,22,2.3,0.349,0.143,0.286,0,21.3,10.9,7.1,0,0,6,35.3,-0.1,0,-0.1,-0.12,-11.6,-7.3,-18.9,-0.1
